State,Metropolitan Area,Masjid Name,Masjid Location,Phone Number
California,Silicon Valley,West Valley Muslim Association,"12370 Saratoga Sunnyvale Road, Saratoga, CA",(408) 805-4560
California,Silicon Valley,Taha Services Masjid,"1285 Hammerwood Avenue, Sunnyvale, CA",(408) 238-1235
California,Silicon Valley,Harris Way Islamic Center (SBIA),"2345 Harris Way, San Jose, CA",(408) 947-9389
California,Silicon Valley,SABA Islamic Center,"4415 Fortran Court, San Jose, CA",(408) 946-5700
California,Silicon Valley,Masjid An-Noor,"1755 Catherine Street, Santa Clara, CA",(408) 246-9822
California,Silicon Valley,Peninsula Muslim Association,"361 Villa Street, Mountain View, CA",(650) 759-3572
California,Silicon Valley,South Bay Islamic Association,"325 North 3rd Street, San Jose, CA",(408) 947-9389
California,Silicon Valley,Muslim Community Association,"3003 Scott Blvd., Santa Clara, CA",(408) 727-7277
California,Silicon Valley,Blossom Valley Islamic Community Center,"5885 Santa Teresa Blvd., San Jose, CA",(408) 362-0903
California,Silicon Valley,Muslim American Society Educational Center,"2116 Walsh Avenue, Santa Clara, CA",(408) 657-8627
California,Silicon Valley,Islamic Community of Bay Area Bosniaks,"345 Northlake Drive, Santa Clara, CA",(408) 441-0540
California,Silicon Valley,Masjid Al Rasool,"552 South Bascom Avenue, San Jose, CA",(408) 364-0666
California,Silicon Valley,South Bay Afghan Islamic Community Center,"32 Rancho Drive, San Jose, CA",(408) 224-8655
California,Central Coast,Mosque of Nasreen,"1136 Walnut Street, San Luis Obispo, CA",(805) 787-0383
California,Central Coast,Islamic Center of Lompoc,"1015 North A Street, Lompoc, CA",(805) 735-1785
California,Central Coast,Masjid Santa Maria,"327 Plaza Drive, Santa Maria, CA",(805) 952-1922
California,Central Valley,Masjid Al Aqabah,"1528 Kern Street, Fresno, CA",(559) 495-1606
California,Central Valley,Islamic Cultural Center of Fresno,"2111 East Nees Avenue, Fresno, CA",(559) 297-9535
California,Central Valley,Masjid al Farooq,"615 Kentucky Street, Bakersfield, CA",(661) 324-1380
California,Central Valley,Masjid Abu Bakr Al-Siddiq,"1130 Kensington Street, Delano, CA",(661) 725-2966
California,Central Valley,Masjid Visalia ,"1317 South Divisadero Street, Visalia, CA",(559) 732-9973
California,Central Valley,Masjid Fresno,"2111 East Shaw Avenue, Fresno, CA",(559) 222-6686
California,Central Valley,Squaw Valley Mosque,"PO Box 517, Dunlap, CA",(559) 338-0140
California,Central Valley,Islamic Center of Merced,"2322 Ashby Road, Merced, CA",(209) 570-1198
California,Central Valley,Madera Islamic Center,"16634 Road 26, Madera, CA",(559) 675-9910
California,Central Valley,Sierra Community Center,"7150 North Milburn Avenue, Fresno, CA",(559) 274-0906
California,Central Valley,Islamic Center of San Joaquin Valley,"701 Ming Avenue, Bakersfield, CA",(661) 836-9055
California,Central Valley,Masjid Hanford,"308 South 10th Avenue, Hanford, CA",(559) 583-1448
California,Central Valley,Masjid Al-Salam,"804 Haven Drive, Arvin, CA",(661) 979-5180
California,Central Valley,Porterville Mosque,"289 North 3rd Street, Porterville, CA",(559) 783-2483
California,Central Valley,Dinuba Islamic Center,"669 West Nebraska Avenue, Dinuba, CA",(559) 804-1947
California,Central Valley,My Deen,"1111 East Warner Avenue, Fresno, CA",(559) 446-0111
California,Imperial & Coachella,Imperial Valley Islamic Center,"1195 Park Avenue, El Centro, CA",(760) 355-6532
California,Imperial & Coachella,Islamic Center of Imperial Valley,"1560 Ocotillo Drive, El Centro, CA",(760) 370-5808
California,Imperial & Coachella,Islamic Center of Barstow,"305 North 3rd Avenue, Barstow, CA",(951) 203-6334
California,Imperial & Coachella,Islamic Society of the Coachella Valley,"84650 Avenue 49, Coachella, CA",(760) 398-7609
California,Sacramento Metro,California Islamic Center,"12828 North Lower Sacramento Road, Lodi, CA",(209) 663-0453
California,Sacramento Metro,Masjid as-Sabur,"4920 15th Avenue, Sacramento, CA",(916) 451-7744
California,Sacramento Metro,South Sacramento Islamic Center,"7285 25th Street, Sacramento, CA",(916) 424-4770
California,Sacramento Metro,Muslim Mosque Association,"411 V Street, Sacramento, CA",(916) 443-3336
California,Sacramento Metro,Islamic Center of Woodland,"1023 North Street, Woodland, CA",(530) 666-4706
California,Sacramento Metro,Islamic Center of Chico,"1316 Nord Avenue, Chico, CA",(530) 342-5889
California,Sacramento Metro,Islamic Society of Folsom,"1143 Sibley Street, Folsom, CA",(916) 353-0956
California,Sacramento Metro,Masjid Us Saddiq,"2065 East 8th Street, Stockton, CA",(209) 941-4915
California,Sacramento Metro,Masjid Umar Farooq,"1304 East Hammer Lane, Stockton, CA",(209) 477-0877
California,Sacramento Metro,Masjid Imam Al Bukhari,"350 Corral Hollow Road, Tracy, CA",(209) 855-3917
California,Sacramento Metro,Muslim Community of Folsom,"391 South Lexington Drive, Folsom, CA",(916) 934-8842
California,Sacramento Metro,Islamic Center of Manteca,"1058 South Union Road, Manteca, CA",(209) 679-1482
California,Sacramento Metro,Masjid Al-Fatima,"8149 Hazel Avenue, Orangevale, CA",(916) 358-9395
California,Sacramento Metro,Masjid Aisha,"700 Glide Avenue, West Sacramento, CA",(916) 372-9031
California,Sacramento Metro,Mountain House Mussallah,"620 South Escuela Drive, Mountain House, CA",(209) 627-0607
California,Sacramento Metro,Tarbiya House Roseville,"1830 Sierra Gardens Drive, Roseville, CA",(916) 800-4111
California,Sacramento Metro,Islamic Center of Davis,"539 Russell Blvd., Davis, CA",(530) 756-5216
California,Sacramento Metro,Masjid Ibrahim,"3449 Rio Linda Blvd., Sacramento, CA",(916) 921-6575
California,Sacramento Metro,Islamic Society of Rancho Cordova,"2951 Sunrise Blvd., Rancho Cordova, CA",(916) 859-9973
California,Sacramento Metro,SALAM Center,"4541 College Oak Diver, Sacramento, CA",(916) 979-1933
California,Sacramento Metro,Masjid Annur,"6990 65th Street, Sacramento, CA",(916) 392-6687
California,Sacramento Metro,Tracy Islamic Center,"11970 West Larch Road, Tracy, CA",(209) 830-6286
California,Sacramento Metro,Islamic Center of Stockton,"1130 South Pilgrim Street, Stockton, CA",(209) 466-9101
California,Sacramento Metro,Islamic Center of Yuba City,"3636 Tierra Buena Road, Yuba City, CA",(530) 674-0689
California,Sacramento Metro,The Islamic Center of Yuba City,"3636 Tierra Buena Road, Yuba City, CA",(714) 531-1722
California,Sacramento Metro,Islamic Center of Live Oak,"2825 Fir Street, Live Oak, CA",(530) 695-2617
California,Sacramento Metro,Masjid Al Emaan,"4212 North Pershing Avenue, Stockton, CA",(209) 688-2594
California,Sacramento Metro,Manteca Musalla,"415 North Main Street, Manteca, CA",(209) 679-1482
California,Sacramento Metro,Imam Hussain Mosque,"503 West Larch Road, Tracy, CA",(209) 346-9198
California,Sacramento Metro,MAS Community & Youth Center,"9412 Big Horn Blvd, Elk Grove, CA",(916) 684-6292
California,Sacramento Metro,Masjid Annur - Arden,"900 Fulton Avenue, Sacramento, CA",(916) 392-6687
California,Sacramento Metro,Masjid Tawheed,"9011 Elk Grove Florin Road, Elk Grove, CA",(916) 686-9519
California,Sacramento Metro,Al-Azhar Institute of CA,"1852 Fulton Avenue, Sacramento, CA",(510) 260-4398
California,Sacramento Metro,Maunatul Islam Association of Sacramento,"7040 Bandy Road, Sacramento, CA",(916) 640-5842
California,Sacramento Metro,Masjid Al-Rahman,"3033 Hurley Way, Sacramento, CA",(916) 256-5368
California,Sacramento Metro,Qoba Foundation,"4836 Marconi Avenue, Carmichael, CA",(916) 283-6731
California,Sacramento Metro,Noor Center,"9144 Oak Avenue, Orangevale, CA",(916) 776-6755
California,Sacramento Metro,French Road Islamic Center,"7392 French Road, Sacramento, CA",(650) 515-6306
California,Sacramento Metro,Masjid Al Farooq,"7486 Center Parkway, Sacramento, CA",(916) 712-9044
California,Sacramento Metro,Tarbiya House Natomas,"4027 North Freeway Blvd., Sacramento, CA",(916) 800-4111
California,Sacramento Metro,Faizan-e-Madinah,"4212 North Freeway Blvd., Sacramento, CA",(916) 649-2526
California,Sacramento Metro,Lodi Muslim Mosque,"210 Poplar Street, Lodi, CA",(209) 333-9619
California,Sacramento Metro,Islamic Center of Placer County,"608 Church Street, Roseville, CA",(916) 521-3133
California,San Diego Metro,Islamic Center of San Diego,"7050 Eckstrom Avenue, San Diego, CA",(858) 278-5240
California,San Diego Metro,Masjid an-Nur,"3872 50th Street, San Diego, CA",(619) 282-9343
California,San Diego Metro,Masjid Al-Ittehad,"925 Anza Avenue, Vista, CA",(760) 945-9544
California,San Diego Metro,Masjid Hamza,"9235 Activity Road, San Diego, CA",(858) 271-1691
California,San Diego Metro,Masjid Momineen,"1280 3rd Avenue, Chula Vista, CA",(619) 571-2988
California,San Diego Metro,Bargah E Abul Fazlil Abbas,"743 West 4th Avenue, Escondido, CA",(760) 644-8358
California,San Diego Metro,Masjid Ar-Rribat Al-Islami,"7173 Saranac Street, San Diego, CA",(619) 589-6200
California,San Diego Metro,Kurdish Community Islamic Center of Greater San Diego,"1357 Broadway, El Cajon, CA",(619) 442-4435
California,San Diego Metro,Afghan Community Islamic Center,"3333 Sandrock Road, San Diego, CA",(858) 560-9191
California,San Diego Metro,Logan Islamic Community Center,"5075 Logan Avenue, San Diego, CA",(619) 264-4183
California,San Diego Metro,Masjid Al-Ansar,"4014 Winona Avenue, San Diego, CA",(619) 282-4407
California,San Diego Metro,Masjid Uthman,"7126 Westview Place, Lemon Grove, CA",(619) 463-4379
California,San Diego Metro,Masjid Alsalam,"1357 Broadway, El Cajon, CA",(619) 401-2692
California,San Diego Metro,Islamic Educational Center of San Diego,"16130 West Bernardo Drive, San Diego, CA",(858) 618-5555
California,San Diego Metro,Islamic Center of Lakeside,"10390 Mountain View Lane, Lakeside, CA",(619) 596-0020
California,San Diego Metro,Muslim Community Center of Greater San Diego,"14698 Via Fiesta, San Diego, CA",(858) 756-5100
California,San Diego Metro,Masjid Omar,"3487 Ocean View Blvd., San Diego, CA",(619) 520-8023
California,San Diego Metro,Islamic Center of North County,"13495 Poway Road, Poway, CA",(858) 513-2733
California,San Diego Metro,Huda Community Center,"4347 54th Street, San Diego, CA",(619) 398-7426
California,San Diego Metro,Masjid Bilal,"6125 Imperial Avenue, San Diego, CA",(619) 253-0481
California,San Diego Metro,Islamic Educational Center of San Diego,"8977 Activity Road, San Diego, CA",(858) 689-8888
California,San Diego Metro,Masjid Salaam ,"4348 54th Street, San Diego, CA",(619) 501-8148
California,San Diego Metro,Masjid Al-Taqwa,"2575 Imperial Avenue, San Diego, CA",(619) 239-6738
California,Shasta,Ahlul Bayt Society of Redding,"Burton Drive, Redding, CA",(614) 602-1070
California,Shasta,Islamic Center of Redding (Jumah Only),"1666 East Cypress Avenue, Redding, CA",(530) 243-4137
California,Shasta,Shadhili Sufi Circle of Redding,"Burton Drive, Redding, CA",(614) 602-1070
California,Stockton-Lodi Metro,Islamic Center of Modesto,"1445 North Carpenter Road, Modesto, CA",(209) 576-8149
California,Stockton-Lodi Metro,Central Valley Crescent,"5043 Tully Road, Modesto, CA",(209) 988-6292
Colorado,Colorado Springs,Islamic Society of Colorado Springs,"2125 North Chestnut Street, Colorado Springs, CO",(719) 216-4389
Colorado,Denver Metro,Masjid Ikhlas,"11141 Irma Drive, Denver, CO",(303) 920-0250
Colorado,Denver Metro,Denver Islamic Society,"2124 South Birch Street, Denver, CO",(303) 759-1985
Colorado,Denver Metro,South Denver Islamic Center,"6312 South Troy Circle, Centennial, CO",(720) 200-5425
Colorado,Denver Metro,Islamic Center of Golden,"1940 Ford Street, Golden, CO",(720) 989-1888
Colorado,Denver Metro,Masjid Shuhada'a,"2958 Downing Street, Denver, CO",(303) 293-0047
Colorado,Denver Metro,Rocky Mountain Islamic Center,"8054 West Jewell Avenue, Lakewood, CO",(720) 989-1463
Colorado,Denver Metro,Alzahraa Center,"2885 South Bryant Street, Denver, CO",(720) 281-2568
Colorado,Denver Metro,Colorado Muslim Society,"2071 South Parker Road, Denver, CO",(303) 696-9800
Colorado,Denver Metro,Aurora Muslim Society,"16786 East Iliff Avenue, Aurora, CO",(303) 353-9392
Colorado,Denver Metro,Imamia Education Society,"1880 Eagle Street, Aurora, CO",(720) 515-1416
Colorado,Denver Metro,Almustafa Islamic Center,"1880 Eagle Street, Aurora, CO",(303) 719-5196
Colorado,Denver Metro,Mile High Islamic Center,"3550 Sheridan Boulevard, Denver, CO",(720) 505-8270
Colorado,Denver Metro,Colorado Muslims Community Center,"15528 East Hampden Circle, Aurora, CO",(720) 432-9027
Colorado,Denver Metro,Northeast Denver Islamic Center,"3400 Albion Street, Denver, CO",(720) 941-3819
Colorado,Denver Metro,Islamic Outreach of Colorado,"1582 South Parker Road, Denver, CO",(720) 561-9047
Colorado,Denver Metro,Islamic Center of Boulder,"5495 Baseline Road, Boulder, CO",(303) 444-6345
Colorado,Fort Collins,Islamic Center of Fort Collins,"925 West Lake Street, Fort Collins, CO",(970) 224-2703
Colorado,Fort Collins,Greeley Islamic Center,"1600 8th Ave, Greeley, CO",(970) 352-4713
Connecticut,East,Healing Hearts Sufi Dargah,"285 Laurel Hill Avenue, Norwich, CT",(276) 266-5193
Connecticut,East,Islamic Center of New London,"16 Fort Street, Groton, CT",(860) 405-8006
Connecticut,Hartford,Masjid Al-Mustafa,"20 Church Street, East Hartford, CT",(860) 282-0786
Connecticut,Hartford,Bloomfield Muslim Community Center,"11 Mountain Avenue, Bloomfield, CT",(484) 995-9676
Connecticut,Hartford,American Turkish Islamic Cultural Center,"94 North Main Street, Thomaston, CT",(203) 709-1608
Connecticut,Hartford,Islamic Institute of Ahl'albait,"994 Tolland Street, East Hartford, CT",(203) 747-2380
Connecticut,Hartford,Muhammad Islamic Center ,"157 Hungerford Street, Hartford, CT",(203) 782-9637
Connecticut,Hartford,Jafaria Association of Connecticut,"1 Meriden Road, Middlefield, CT",(860) 702-3468
Connecticut,Hartford,Daar-ul-Ehsaan,"739 Terryville Avenue, Bristol, CT",(860) 585-9742
Connecticut,Hartford,Bait-ul-Mamur,"46 Cottage Street, Manchester, CT",(860) 432-2632
Connecticut,Hartford,Islamic Center of Windsor Locks,"332 Elm Street, Windsor Locks, CT",(309) 550-5675
Connecticut,Hartford,Al-Noor Islamic Center,"4 West Road, Ellington, CT",(860) 870-0786
Connecticut,Hartford,Islamic Center of Willimantic,"4 Industrial Park Road, Windham, CT",(860) 778-4242
Connecticut,Hartford,Islamic Center of South Windsor,"100 Long Hill Road, South Windsor, CT",(860) 656-5688
Connecticut,Hartford,Omar Islamic Center,"24 Broad Street, Middletown, CT",(860) 559-4521
Connecticut,Hartford,Islamic Center of Connecticut,"140 White Rock Drive, Windsor, CT",(860) 249-0112
Connecticut,Hartford,Bosnian American Islamic Society,"595 Franklin Avenue, Hartford, CT",(860) 218-4864
Connecticut,Hartford,Islamic Association of Central Connecticut,"100 Arch Street, New Britain, CT",(860) 223-9131
Connecticut,New Haven,Masjid Esa ibn Maryam,"390 East Main Street, Stratford, CT",(203) 386-8368
Connecticut,New Haven,Islamic Center of Wallingford,"950 Yale Avenue, Wallingford, CT",(203) 315-0411
Connecticut,New Haven,Baitul Mukarram Masjid of Greater Danbury,"339 Main Street, Danbury, CT",(203) 628-6803
Connecticut,New Haven,New Haven Islamic Center,"254 Bull Hill Lane, Orange, CT",(203) 933-5799
Connecticut,New Haven,Islamic Center of Hamden,"698 Newhall Street, Hamden, CT",(203) 562-2757
Connecticut,New Haven,Rawdat Al-Quran,"189 East Main Street, Meriden, CT",(203) 302-0788
Connecticut,New Haven,Ansonia Masjid,"95 Bishop Williams Court, Ansonia, CT",(203) 878-1001
Connecticut,New Haven,Masjid Al-Islam,"624 George Street, New Haven, CT",(203) 777-8004
Connecticut,New Haven,Mevlana Camii,"546 Ocean Avenue, West Haven, CT",(203) 691-6120
Connecticut,South,Al Madany Islamic Center of Norwalk,"1 Union Park South, Norwalk, CT",(203) 852-0847
Connecticut,South,Masjid An-Noor,"1300 Fairfield Avenue, Bridgeport, CT",(203) 579-2211
Connecticut,South,University of Bridgeport Masjid,"170 Lafayette Street, Bridgeport, CT",(203) 576-2384
Connecticut,South,Islamic American Society of Connecticut,"120 Schraffts Drive, Waterbury, CT",(203) 597-7676
Connecticut,South,Islamic Cultural Center of New York,"1558 Washington Blvd., Stamford, CT",(203) 921-1431
Connecticut,South,Stamford Islamic Center,"383 West Avenue, Stamford, CT",(850) 723-8128
Connecticut,South,Albanian American Muslim Community Islamic Center,"38 Raymond Street, Waterbury, CT",(203) 879-3680
Connecticut,South,Danbury Masjid,"388 Main Street, Danbury, CT",(203) 744-1328
Connecticut,South,Islamic Society of Stamford,"82 Harbor Drive, Stamford, CT",(203) 323-4911
Connecticut,South,Masjid Al-Aziz,"679 Fairfield Avenue, Bridgeport, CT",(203) 368-3766
Connecticut,South,Islamic Community of Fairfield County,"57 Pepper Street, Monroe, CT",(203) 261-6222
Connecticut,South,United Muslim Masjid,"132 Prospect Street, Waterbury, CT",(203) 756-6365
Connecticut,South,Albanian American Cultural & Islamic Center,"106 Columbia Blvd, Waterbury, CT",(203) 755-0687
Connecticut,South,Iqra Center,"608 Center Street, Bridgeport, CT",(203) 556-9806
Connecticut,South,Masjid Assalam,"130 Scott Road, Waterbury, CT",(203) 527-7463
District of Columbia,Adams Morgan & Dupont Circle,Islamic Center of Washington DC,"2551 Massachusetts Avenue NW, Washington, DC",(202) 332-8343
District of Columbia,Anacostia,Masjid ush-Shura,"3109 Martin Luther King Avenue SE, Washington, DC",(202) 574-8417
District of Columbia,Downtown DC,ADAMS DC Branch,"1317 G Street NW, Washington, DC",(703) 433-1325
District of Columbia,Downtown DC,Masjid Muhammad,"1519 4th Street NW, Washington, DC",(202) 483-8832
District of Columbia,Downtown DC,Masjid Ahlul Qur'an Wal Hadeeth,"3415 18th Street NE, Washington, DC",(202) 269-9011
